Application_ID,Applicant_Age,Business_Type,Business_Age,Monthly_Business_Revenue,Monthly_Business_Expenses,Monthly_Business_Profit,Existing_Business_EMI,Loan_Amount,Loan_Tenure,Number_of_Employees,Business_Registration,GST_Registration,Annual_Turnover,Business_Location_Type,Loan_Purpose,Collateral_Available,Loan_Approval
BL101499,42,Wholesale,9.6,173600,136100,39800,4000,923000,5,1,Registered,Yes,2238000,Urban,Working Capital,No,Rejected
BL101500,33,Construction,5.8,127200,85500,45400,0,636000,2,2,Registered,Yes,1660000,Semi Urban,Equipment Purchase,Yes,Rejected
BL101501,37,Restaurant,6.3,185800,123600,58500,6100,1016000,7,2,Registered,No,2084000,Urban,Equipment Purchase,Yes,Approved
BL101502,45,IT Services,11.8,155100,66200,91200,27500,1861000,3,0,Registered,Yes,2011000,Semi Urban,New Branch,No,Approved
BL101503,23,Wholesale,3.0,239300,131600,107200,0,2077000,7,3,Registered,No,3097000,Semi Urban,Working Capital,No,Approved
BL101504,44,Restaurant,13.6,164700,107700,52200,9100,786000,1,2,Registered,No,2127000,Urban,Equipment Purchase,Yes,Approved
BL101505,23,Wholesale,3.0,111300,60300,49600,800,612000,2,1,Registered,Yes,1357000,Urban,Working Capital,Yes,Approved
BL101506,40,Manufacturing,6.4,384000,308800,65900,8400,1432000,5,1,Registered,Yes,4269000,Urban,Working Capital,Yes,Approved
BL101507,45,Retail,1.0,275400,185000,94200,26100,1462000,5,0,Registered,Yes,3420000,Urban,Inventory,No,Rejected
BL101508,43,Retail,1.0,109300,70900,35300,6700,703000,2,1,Registered,No,1377000,Urban,Business Expansion,No,Rejected
BL101509,34,IT Services,14.0,139600,112600,28200,8600,449000,7,0,Registered,Yes,1523000,Urban,New Branch,Yes,Approved
BL101510,42,Retail,5.8,304300,183900,120300,46200,3008000,5,1,Registered,Yes,3896000,Urban,New Branch,Yes,Approved
BL101511,32,IT Services,4.6,120200,87800,33200,25200,948000,3,0,Registered,Yes,1511000,Semi Urban,Equipment Purchase,Yes,Rejected
BL101512,52,Transport,6.8,179500,122100,57400,19300,1644000,5,2,Registered,Yes,1998000,Urban,Business Expansion,Yes,Approved
BL101513,47,Wholesale,8.2,167000,131800,32300,9400,222000,5,1,Registered,No,1929000,Urban,Working Capital,Yes,Approved
BL101514,31,Wholesale,2.2,128800,94900,34900,3500,606000,1,0,Registered,Yes,1599000,Rural,Business Expansion,Yes,Rejected
BL101515,52,Construction,9.8,105100,80000,25400,8500,374000,7,0,Registered,No,1136000,Urban,Working Capital,Yes,Rejected
BL101516,42,Retail,3.9,192400,118100,72300,31400,591000,7,1,Registered,Yes,2391000,Urban,Equipment Purchase,Yes,Approved
BL101517,30,Manufacturing,10.0,113700,69000,50500,5000,1319000,5,1,Registered,No,1357000,Urban,Business Expansion,No,Approved
BL101518,51,IT Services,6.4,139000,92900,42800,5000,943000,3,1,Registered,Yes,1740000,Semi Urban,Working Capital,Yes,Rejected
BL101519,55,Manufacturing,0.5,330900,251700,82500,8500,1622000,7,3,Registered,Yes,4312000,Semi Urban,Equipment Purchase,Yes,Approved
BL101520,38,IT Services,3.7,129300,94300,36500,100,1025000,2,1,Registered,Yes,1693000,Urban,New Branch,No,Rejected
BL101521,43,Education,6.4,261600,204400,55700,11000,1194000,10,0,Registered,Yes,3219000,Urban,Inventory,Yes,Rejected
BL101522,40,Retail,1.6,353000,201500,153200,0,4303000,10,1,Registered,No,4647000,Rural,Equipment Purchase,No,Approved
BL101523,45,Restaurant,7.5,186400,94500,93500,17300,2065000,3,0,Registered,Yes,2160000,Semi Urban,Business Expansion,Yes,Approved
BL101524,47,Education,8.3,269900,166800,102700,25500,809000,5,2,Registered,No,3522000,Semi Urban,Inventory,No,Approved
BL101525,49,Wholesale,4.8,118900,70800,46800,11300,301000,5,1,Registered,Yes,1414000,Urban,Working Capital,Yes,Rejected
BL101526,23,Other Services,0.5,310100,172900,136700,17200,3693000,5,4,Registered,Yes,4005000,Urban,Inventory,No,Rejected
BL101527,35,Retail,15.0,292700,191100,98000,0,1848000,7,3,Registered,Yes,3613000,Urban,Working Capital,Yes,Approved
BL101528,49,Construction,1.2,475900,244700,244200,93500,3408000,5,6,Unregistered,No,6022000,Urban,Working Capital,Yes,Rejected
BL101529,34,Healthcare,3.9,401600,244100,164500,0,3357000,7,4,Registered,Yes,4957000,Urban,New Branch,No,Rejected
BL101530,43,Other Services,9.4,233000,129200,104100,22700,1716000,2,2,Registered,Yes,3016000,Urban,Business Expansion,No,Approved
BL101531,32,Retail,7.9,1041500,550200,475700,201200,6227000,3,12,Registered,Yes,13443000,Urban,Equipment Purchase,No,Approved
BL101532,46,Wholesale,2.8,337800,175700,159900,34200,2305000,7,2,Registered,Yes,3785000,Semi Urban,Inventory,Yes,Approved
BL101533,40,IT Services,2.8,426700,235800,185800,72800,3896000,5,3,Registered,Yes,5149000,Semi Urban,Working Capital,Yes,Approved
BL101534,45,Transport,5.9,150700,112600,37800,10500,806000,5,1,Registered,Yes,1799000,Rural,Working Capital,Yes,Rejected
BL101535,44,Retail,2.1,159300,102500,51700,0,1468000,3,1,Registered,No,1803000,Urban,Working Capital,No,Rejected
BL101536,27,IT Services,5.8,207600,144200,61100,24200,1534000,3,1,Registered,Yes,2362000,Urban,Inventory,Yes,Rejected
BL101537,59,Retail,9.9,108900,71200,35300,3900,845000,2,0,Registered,Yes,1435000,Urban,Equipment Purchase,No,Rejected
BL101538,28,Restaurant,3.6,203400,155100,45400,6200,1136000,5,2,Registered,No,2598000,Urban,Working Capital,No,Approved
BL101539,62,Healthcare,5.0,194200,144700,56600,17100,363000,5,2,Registered,No,2280000,Urban,New Branch,Yes,Approved
BL101540,23,IT Services,3.0,383300,287100,93700,5400,2767000,10,4,Registered,Yes,4328000,Urban,Working Capital,No,Approved
BL101541,41,Education,13.2,400400,262600,139300,47500,4036000,3,5,Registered,Yes,4651000,Urban,Business Expansion,Yes,Approved
BL101542,27,Retail,7.0,213800,144400,68400,18000,791000,3,0,Registered,Yes,2474000,Semi Urban,Inventory,Yes,Rejected
BL101543,55,Construction,3.4,159000,83700,77300,34600,2025000,3,2,Registered,Yes,2042000,Urban,Working Capital,Yes,Rejected
BL101544,31,Retail,11.0,582000,342600,234800,87400,3546000,7,8,Registered,Yes,6733000,Semi Urban,Working Capital,No,Approved
BL101545,30,Retail,9.5,79800,61900,17000,2900,394000,5,0,Registered,No,975000,Rural,Equipment Purchase,No,Rejected
BL101546,40,Healthcare,10.8,78300,47600,29600,4100,366000,3,1,Registered,No,1013000,Semi Urban,Technology Upgrade,Yes,Rejected
BL101547,53,Retail,4.2,265200,171500,89700,8100,2565000,2,2,Registered,No,3259000,Semi Urban,Working Capital,Yes,Approved
BL101548,51,IT Services,12.3,190700,144500,51900,8400,1428000,10,3,Registered,No,2497000,Semi Urban,Equipment Purchase,Yes,Approved
BL101549,38,Other Services,3.7,165300,117500,49100,3200,1256000,5,0,Registered,Yes,1799000,Urban,New Branch,Yes,Rejected
BL101550,37,Retail,2.8,66300,45100,20400,3100,151000,2,0,Registered,Yes,868000,Urban,Working Capital,No,Rejected
BL101551,45,Other Services,12.4,117400,76000,43400,400,332000,2,1,Registered,Yes,1536000,Semi Urban,Inventory,Yes,Approved
BL101552,39,Manufacturing,5.6,482500,378700,114900,6200,2146000,5,3,Registered,No,5801000,Urban,Inventory,No,Rejected
BL101553,41,Manufacturing,5.7,435600,258500,170900,69200,4633000,5,2,Registered,Yes,5618000,Semi Urban,Inventory,No,Rejected
BL101554,39,Transport,2.1,319500,230300,87300,0,984000,3,3,Registered,Yes,4163000,Urban,Inventory,No,Approved
BL101555,45,Retail,2.4,121800,78300,43500,0,397000,1,0,Registered,Yes,1587000,Urban,Working Capital,Yes,Approved
BL101556,44,Construction,2.9,162800,122000,38300,3500,651000,5,0,Registered,Yes,2024000,Semi Urban,Business Expansion,No,Rejected
BL101557,54,Education,4.0,156100,118700,35900,14500,1020000,2,0,Registered,Yes,2026000,Semi Urban,Equipment Purchase,Yes,Rejected
BL101558,34,Restaurant,4.1,132400,91800,39300,2300,1127000,3,1,Registered,Yes,1490000,Semi Urban,Business Expansion,No,Rejected
BL101559,34,Transport,1.0,143400,117000,26000,4000,737000,7,1,Unregistered,No,1738000,Semi Urban,Business Expansion,Yes,Rejected
BL101560,39,Restaurant,9.4,187100,143900,54600,13200,995000,3,2,Registered,Yes,2429000,Semi Urban,Working Capital,Yes,Approved
BL101561,38,Construction,17.4,82000,52600,27900,7800,795000,2,0,Registered,Yes,1082000,Urban,Working Capital,No,Rejected
BL101562,48,Wholesale,2.1,403700,285500,106300,19500,3142000,3,4,Registered,Yes,5198000,Rural,Working Capital,Yes,Approved
BL101563,31,Wholesale,5.3,183300,130600,56300,14500,1567000,1,2,Registered,Yes,1996000,Rural,Business Expansion,No,Approved
BL101564,51,Retail,10.5,147100,118100,29500,10200,487000,7,1,Registered,Yes,1941000,Semi Urban,New Branch,No,Rejected
BL101565,37,Transport,11.9,77200,37800,38900,300,467000,3,0,Registered,Yes,980000,Semi Urban,Inventory,No,Rejected
BL101566,51,Wholesale,3.8,318000,260300,63200,6200,1520000,3,5,Registered,Yes,4170000,Urban,Equipment Purchase,Yes,Approved
BL101567,63,Restaurant,10.9,106400,50800,53000,3900,652000,3,0,Registered,Yes,1333000,Urban,Business Expansion,No,Rejected
BL101568,49,IT Services,1.8,265400,195600,71500,10300,1035000,2,3,Registered,Yes,2948000,Semi Urban,Working Capital,No,Rejected
BL101569,46,Restaurant,0.3,117200,86300,30500,11800,576000,3,0,Registered,Yes,1497000,Urban,Equipment Purchase,No,Rejected
BL101570,50,Manufacturing,4.0,212900,139100,73900,25600,1972000,3,0,Registered,Yes,2562000,Semi Urban,Business Expansion,Yes,Rejected
BL101571,37,Retail,17.0,92100,69600,22600,4200,396000,5,0,Registered,Yes,1065000,Semi Urban,New Branch,Yes,Rejected
BL101572,42,Manufacturing,5.5,179500,94300,93800,30100,740000,5,1,Registered,Yes,1958000,Semi Urban,New Branch,Yes,Approved
BL101573,34,Retail,14.0,189700,109300,78500,40600,1563000,2,0,Registered,Yes,2139000,Semi Urban,Equipment Purchase,Yes,Rejected
BL101574,35,Retail,1.9,219000,118700,96600,1300,760000,7,1,Registered,Yes,2456000,Semi Urban,Business Expansion,No,Approved
BL101575,43,Construction,3.4,337700,200500,140800,14100,1647000,2,1,Registered,Yes,3657000,Urban,Business Expansion,No,Approved
BL101576,41,Retail,9.2,271000,220600,55900,8900,484000,7,1,Registered,Yes,3246000,Urban,Business Expansion,No,Approved
BL101577,44,IT Services,12.4,507800,426100,68000,17400,1354000,3,2,Registered,Yes,5717000,Rural,Working Capital,Yes,Approved
BL101578,41,Transport,7.8,84300,56300,28700,8000,342000,3,1,Registered,Yes,981000,Urban,Inventory,No,Rejected
BL101579,37,Construction,3.8,697200,490400,190500,7800,3957000,3,4,Registered,Yes,8759000,Semi Urban,Working Capital,Yes,Approved
BL101580,48,Retail,22.5,349500,324200,15800,3600,346000,5,0,Registered,Yes,3921000,Urban,Inventory,Yes,Approved
BL101581,34,Education,5.0,152400,95300,56400,18400,982000,2,0,Registered,Yes,1756000,Semi Urban,New Branch,No,Approved
BL101582,42,Retail,3.7,359800,213000,142000,2400,859000,5,3,Registered,No,4156000,Urban,New Branch,Yes,Approved
BL101583,50,Wholesale,7.2,573700,457900,101000,22500,681000,3,5,Registered,Yes,7046000,Semi Urban,New Branch,Yes,Rejected
BL101584,46,Healthcare,9.8,387500,236900,144000,15500,2529000,5,7,Registered,No,5071000,Urban,Business Expansion,Yes,Approved
BL101585,40,IT Services,3.4,109900,60900,47900,0,529000,5,1,Registered,Yes,1407000,Rural,Equipment Purchase,Yes,Approved
BL101586,24,Other Services,2.2,203700,161400,44800,15600,787000,5,3,Registered,Yes,2283000,Urban,Working Capital,No,Rejected
BL101587,37,Construction,10.7,312700,267700,38900,10500,772000,7,2,Registered,Yes,3821000,Urban,Working Capital,Yes,Approved
BL101588,59,Restaurant,0.3,195100,120100,75300,4900,1295000,3,1,Unregistered,No,2421000,Urban,New Branch,Yes,Approved
BL101589,38,Retail,2.3,258800,174800,74500,25100,1409000,2,1,Registered,No,2963000,Urban,Technology Upgrade,No,Rejected
BL101590,40,Healthcare,2.3,269900,214600,54100,28000,1579000,1,1,Registered,Yes,2916000,Rural,Working Capital,No,Approved
BL101591,42,Education,3.4,110000,63900,47700,10300,1010000,3,0,Registered,Yes,1329000,Urban,New Branch,No,Rejected
BL101592,44,Transport,10.3,423000,339100,79900,0,856000,5,3,Registered,Yes,5457000,Urban,Technology Upgrade,No,Approved
BL101593,34,Restaurant,11.3,210000,182300,29900,4600,296000,5,0,Registered,Yes,2313000,Urban,Technology Upgrade,Yes,Approved
BL101594,47,Wholesale,5.3,193500,100500,85600,0,2468000,5,2,Registered,No,2250000,Urban,Working Capital,Yes,Approved
BL101595,44,Retail,13.7,115900,58600,54700,10000,1615000,2,3,Registered,Yes,1346000,Urban,Business Expansion,No,Approved
BL101596,24,IT Services,4.0,171900,80800,93000,13200,1581000,3,0,Registered,No,2095000,Urban,Business Expansion,Yes,Rejected
BL101597,23,Other Services,3.0,348700,213600,139500,44300,3721000,5,1,Registered,No,3987000,Rural,Business Expansion,No,Approved
BL101598,35,Manufacturing,8.5,229500,118500,119600,13200,2547000,5,4,Registered,Yes,2906000,Rural,Working Capital,Yes,Approved
BL101599,29,Construction,2.9,303900,249500,58700,19600,414000,5,2,Registered,Yes,3606000,Urban,Working Capital,Yes,Rejected
BL101600,43,Retail,0.8,194800,108100,91200,7300,2239000,2,0,Registered,Yes,2484000,Urban,Inventory,Yes,Approved
BL101601,37,Construction,5.3,209600,131500,74100,13500,1102000,3,2,Registered,No,2625000,Urban,Working Capital,Yes,Rejected
BL101602,44,IT Services,6.4,74200,53900,20300,0,403000,1,0,Registered,Yes,888000,Semi Urban,New Branch,No,Rejected
BL101603,44,Restaurant,8.0,251400,144000,100500,4000,2750000,5,2,Registered,Yes,3052000,Urban,Inventory,No,Approved
BL101604,31,Wholesale,5.3,176800,120400,60200,19100,1122000,3,1,Registered,Yes,2158000,Urban,Business Expansion,Yes,Rejected
BL101605,37,Healthcare,1.2,240500,183700,55400,20000,1111000,2,2,Unregistered,Not Applicable,3012000,Urban,Technology Upgrade,Yes,Rejected
BL101606,35,Healthcare,4.0,54700,53100,2100,200,100000,2,0,Registered,Yes,708000,Rural,Working Capital,No,Rejected
BL101607,48,Restaurant,12.0,908900,662700,204400,56800,5181000,1,11,Registered,Yes,11689000,Urban,Inventory,Yes,Approved
BL101608,38,Transport,1.4,207800,98600,98700,31300,2082000,7,2,Unregistered,No,2622000,Urban,Inventory,Yes,Rejected
BL101609,51,Restaurant,5.2,262200,201800,69600,2800,481000,1,1,Registered,No,3074000,Semi Urban,Working Capital,Yes,Approved
BL101610,52,IT Services,3.6,250800,180500,87600,23500,2364000,3,1,Registered,Yes,3196000,Urban,New Branch,No,Rejected
BL101611,39,Transport,4.3,164500,122500,43200,8700,906000,5,1,Registered,Yes,2161000,Semi Urban,Inventory,Yes,Approved
BL101612,35,Manufacturing,10.9,256000,170800,93100,23500,1776000,7,2,Registered,Yes,2963000,Semi Urban,Inventory,No,Approved
BL101613,32,Restaurant,12.0,405300,321900,77400,14100,2040000,10,3,Registered,Yes,5017000,Urban,New Branch,Yes,Approved
BL101614,46,Retail,3.2,221200,143200,71000,0,1068000,2,0,Registered,Yes,2787000,Urban,Working Capital,Yes,Approved
BL101615,39,Transport,1.7,332700,239400,104300,23500,873000,1,0,Registered,No,4211000,Semi Urban,Inventory,Yes,Approved
BL101616,33,Healthcare,2.4,315300,222700,91800,16100,1116000,5,3,Registered,Yes,3899000,Semi Urban,Working Capital,Yes,Approved
BL101617,48,Education,2.3,303700,210700,91700,13800,2559000,3,0,Registered,No,3565000,Urban,Inventory,Yes,Approved
BL101618,48,Other Services,5.5,603500,384700,238900,0,5965000,3,4,Registered,Yes,7423000,Semi Urban,Inventory,Yes,Approved
BL101619,31,Healthcare,10.8,245600,202700,41200,14400,732000,5,0,Registered,No,2866000,Urban,Equipment Purchase,No,Approved
BL101620,43,IT Services,4.0,189800,163000,22300,4600,573000,10,0,Registered,Yes,2475000,Urban,New Branch,No,Rejected
BL101621,45,Healthcare,2.7,193800,180500,7900,0,213000,2,1,Registered,Yes,2479000,Urban,Working Capital,Yes,Approved
BL101622,55,Manufacturing,11.0,254000,177000,77000,31100,1940000,5,2,Registered,Yes,2750000,Urban,Business Expansion,Yes,Approved
BL101623,39,Wholesale,1.6,88300,62700,27100,7200,811000,5,3,Registered,No,1033000,Semi Urban,Inventory,Yes,Rejected
BL101624,40,Education,5.6,460300,330300,127300,43100,3694000,5,0,Registered,No,5530000,Urban,Business Expansion,Yes,Approved
BL101625,46,Wholesale,8.0,171700,99200,72100,11200,1405000,3,1,Registered,No,2158000,Rural,Working Capital,Yes,Approved
BL101626,51,Transport,2.1,188100,149600,35600,7000,784000,10,1,Registered,No,2306000,Urban,Business Expansion,Yes,Approved
BL101627,44,Transport,5.6,91000,58800,31300,11300,932000,2,0,Registered,Yes,1186000,Rural,Working Capital,No,Approved
BL101628,42,Healthcare,10.9,212300,160800,58200,15400,1617000,7,0,Registered,No,2674000,Rural,Technology Upgrade,No,Rejected
BL101629,35,Retail,3.8,88100,46700,41200,7400,723000,5,2,Registered,Yes,1087000,Urban,Inventory,Yes,Approved
BL101630,37,Restaurant,8.2,72400,54600,16700,1700,190000,7,1,Registered,Yes,901000,Semi Urban,Business Expansion,Yes,Approved
BL101631,39,Other Services,1.1,128300,108700,23800,0,238000,5,1,Registered,No,1666000,Semi Urban,Technology Upgrade,No,Approved
BL101632,46,Other Services,2.8,171500,102300,68200,23000,637000,5,2,Registered,Yes,2060000,Urban,Technology Upgrade,No,Rejected
BL101633,44,Wholesale,2.0,118800,74200,44200,15100,286000,1,1,Registered,Yes,1437000,Urban,Inventory,No,Approved
BL101634,34,Restaurant,4.5,236000,146600,88200,27500,2121000,5,0,Registered,Yes,3004000,Urban,Inventory,No,Approved
BL101635,48,Education,2.6,414900,257800,143600,53300,2698000,2,2,Registered,Yes,4717000,Urban,Business Expansion,Yes,Approved
BL101636,38,Education,15.3,226600,194300,30400,1900,514000,3,1,Registered,Yes,2715000,Semi Urban,Equipment Purchase,Yes,Rejected
BL101637,39,Restaurant,7.0,52600,36800,16000,2400,100000,3,0,Registered,Yes,667000,Urban,Working Capital,No,Rejected
BL101638,47,Construction,1.9,196600,110000,84900,10900,1475000,7,2,Registered,Yes,2474000,Urban,Equipment Purchase,No,Rejected
BL101639,48,Other Services,3.6,281700,163100,124100,0,789000,10,1,Registered,Yes,3669000,Semi Urban,Inventory,Yes,Rejected
BL101640,43,IT Services,3.7,159200,66700,89300,9900,2015000,5,0,Registered,No,2032000,Semi Urban,Working Capital,Yes,Approved
BL101641,57,Retail,11.1,240200,140700,100800,22700,2991000,2,3,Registered,Yes,2692000,Semi Urban,Working Capital,Yes,Approved
BL101642,23,Healthcare,3.0,233000,121700,108800,38900,2978000,3,1,Registered,Yes,3012000,Urban,New Branch,No,Rejected
BL101643,49,Transport,5.4,102800,54300,50400,14000,536000,1,1,Registered,Yes,1279000,Urban,Working Capital,Yes,Rejected
BL101644,31,Construction,7.8,409500,258200,163700,17300,3496000,7,4,Registered,Yes,4591000,Urban,Working Capital,No,Rejected
BL101645,40,Transport,12.1,167100,91000,80100,27500,993000,2,2,Registered,Yes,1941000,Semi Urban,Inventory,No,Approved
BL101646,40,IT Services,20.0,163200,108400,55000,13500,1044000,5,1,Registered,Yes,1810000,Urban,Inventory,Yes,Approved
BL101647,40,Other Services,17.3,260700,190800,69600,0,1185000,3,3,Registered,Yes,3412000,Semi Urban,Working Capital,No,Approved
BL101648,32,Transport,6.0,75900,54900,20800,4800,253000,2,1,Registered,Yes,912000,Urban,Technology Upgrade,No,Rejected
BL101649,28,Wholesale,4.2,424900,302600,113000,36400,2141000,5,3,Registered,Yes,5139000,Urban,Working Capital,No,Approved
BL101650,23,Wholesale,3.0,110300,39100,66200,18800,1474000,3,0,Registered,Yes,1224000,Rural,Working Capital,No,Rejected
BL101651,38,Construction,9.7,588600,364100,199300,5700,4477000,3,6,Registered,No,7009000,Rural,Business Expansion,Yes,Approved
BL101652,41,Transport,3.2,390800,330700,56900,3600,590000,2,1,Registered,Yes,5032000,Urban,Working Capital,Yes,Rejected
BL101653,45,Retail,6.3,108400,103800,8100,4200,100000,3,2,Registered,Yes,1384000,Urban,Equipment Purchase,Yes,Rejected
BL101654,51,Manufacturing,7.1,242800,190600,44200,3100,1110000,7,2,Registered,Yes,3081000,Urban,Business Expansion,Yes,Approved
BL101655,48,Wholesale,15.6,112000,77000,36000,7700,786000,3,2,Registered,No,1401000,Urban,Business Expansion,No,Approved
BL101656,49,Retail,2.7,103200,59000,45700,0,772000,5,2,Registered,No,1310000,Semi Urban,Working Capital,Yes,Rejected
BL101657,31,Education,1.2,44400,37400,6500,2600,138000,3,1,Unregistered,Not Applicable,569000,Semi Urban,Working Capital,Yes,Rejected
BL101658,50,Healthcare,1.1,290900,192000,92700,30100,2526000,2,2,Registered,No,3600000,Rural,Working Capital,No,Rejected
BL101659,43,Construction,11.1,151200,97900,48200,22400,712000,3,0,Registered,Yes,1686000,Semi Urban,Business Expansion,No,Rejected
BL101660,28,IT Services,8.0,318400,264100,51200,2400,856000,2,1,Registered,Yes,3852000,Semi Urban,Inventory,Yes,Approved
BL101661,50,Restaurant,4.0,227600,79700,136600,53100,2533000,5,1,Registered,Yes,2486000,Rural,Working Capital,No,Rejected
BL101662,32,Healthcare,9.7,95800,64300,28700,1400,645000,7,2,Registered,No,1188000,Urban,Working Capital,Yes,Approved
BL101663,31,Restaurant,11.0,329300,160800,174900,76600,3116000,3,1,Registered,Yes,4283000,Rural,Working Capital,Yes,Approved
BL101664,54,Wholesale,7.3,271500,204100,62600,0,1448000,5,3,Registered,Yes,3264000,Urban,Working Capital,Yes,Rejected
BL101665,42,Restaurant,19.6,149100,132700,17700,6400,223000,2,0,Registered,Yes,1722000,Semi Urban,Working Capital,No,Approved
BL101666,31,Other Services,4.9,356900,265600,85000,18000,759000,3,3,Registered,Yes,4212000,Semi Urban,Inventory,No,Approved
BL101667,35,Construction,9.4,169000,158200,12500,3800,100000,5,0,Registered,Yes,2150000,Rural,Inventory,No,Approved
BL101668,50,Other Services,0.3,124000,87700,36800,10700,294000,7,1,Unregistered,No,1498000,Urban,Business Expansion,No,Approved
BL101669,29,Other Services,9.0,177300,153800,27100,7400,177000,5,0,Registered,No,2286000,Semi Urban,Working Capital,Yes,Approved
BL101670,39,Manufacturing,6.5,159200,75300,78700,44900,2327000,2,2,Registered,Yes,2008000,Urban,Equipment Purchase,Yes,Rejected
BL101671,39,Construction,7.1,81600,57700,22600,10900,547000,5,0,Registered,No,953000,Rural,New Branch,No,Approved
BL101672,65,IT Services,9.6,40900,20800,20800,6100,393000,7,1,Registered,Yes,506000,Urban,Working Capital,Yes,Rejected
BL101673,27,Transport,7.0,534000,389700,137100,32700,1685000,3,2,Registered,No,6080000,Rural,Business Expansion,Yes,Approved
BL101674,27,IT Services,5.4,392100,250300,138600,59600,3261000,5,3,Registered,No,4425000,Semi Urban,New Branch,No,Rejected
BL101675,35,Retail,11.1,482600,315800,171900,75800,5141000,5,1,Registered,No,5294000,Semi Urban,Inventory,Yes,Approved
BL101676,34,Construction,4.6,341500,222700,116600,26200,1712000,3,3,Registered,Yes,3887000,Urban,Equipment Purchase,No,Approved
BL101677,40,IT Services,14.0,155100,126600,28800,6300,436000,5,0,Registered,Yes,1972000,Semi Urban,Equipment Purchase,Yes,Rejected
BL101678,36,Retail,9.9,178900,126100,52300,3400,1382000,5,1,Registered,Yes,1970000,Semi Urban,Inventory,Yes,Approved
BL101679,48,Transport,2.3,137400,96800,39600,10100,604000,2,1,Registered,Yes,1700000,Semi Urban,Equipment Purchase,No,Rejected
BL101680,41,Retail,2.2,275000,187600,79700,19300,2160000,1,3,Registered,No,3208000,Semi Urban,Equipment Purchase,No,Rejected
BL101681,31,Education,11.0,264000,204200,57200,20400,577000,3,2,Registered,Yes,3475000,Semi Urban,Technology Upgrade,No,Approved
BL101682,38,Retail,0.8,161800,105400,58100,27900,1623000,3,0,Unregistered,No,1979000,Urban,Working Capital,Yes,Approved
BL101683,38,IT Services,4.7,258600,138700,118100,46600,1094000,7,0,Registered,No,3282000,Urban,Equipment Purchase,No,Approved
BL101684,50,Restaurant,10.4,398700,320900,81600,30000,1930000,7,2,Registered,Yes,5065000,Rural,Inventory,Yes,Approved
BL101685,48,Education,3.5,198400,123600,73400,12800,1000000,5,1,Registered,No,2354000,Semi Urban,Business Expansion,Yes,Approved
BL101686,47,Construction,6.5,98900,70800,29000,4300,738000,1,0,Registered,No,1085000,Semi Urban,Technology Upgrade,Yes,Approved
BL101687,34,Manufacturing,3.4,261400,203700,54400,17500,547000,2,2,Registered,Yes,2899000,Semi Urban,Working Capital,Yes,Approved
BL101688,43,Restaurant,2.2,95400,51600,41500,12300,881000,1,2,Registered,Yes,1129000,Rural,Inventory,Yes,Rejected
BL101689,30,Transport,10.0,122400,70200,54300,17000,986000,3,2,Registered,Yes,1512000,Rural,Equipment Purchase,Yes,Rejected
BL101690,46,Other Services,2.6,234600,115900,113400,7000,1463000,5,3,Registered,Yes,2836000,Urban,Equipment Purchase,No,Approved
BL101691,51,IT Services,3.1,288100,182900,101100,6100,1787000,10,3,Registered,Yes,3641000,Semi Urban,Technology Upgrade,Yes,Approved
BL101692,23,Healthcare,3.0,210500,172100,38300,5000,1112000,2,2,Registered,No,2724000,Urban,Working Capital,Yes,Rejected
BL101693,39,Construction,4.6,108300,73300,31000,9800,750000,2,0,Registered,Yes,1227000,Semi Urban,Working Capital,No,Rejected
BL101694,39,Construction,5.0,1057100,913000,131500,27300,973000,2,7,Registered,Yes,12326000,Rural,Equipment Purchase,No,Approved
BL101695,48,Manufacturing,12.8,145400,105000,38400,16800,1131000,3,1,Registered,Yes,1676000,Rural,New Branch,No,Approved
BL101696,35,Retail,6.8,261200,158300,101400,5500,2361000,1,2,Registered,Yes,2927000,Urban,Technology Upgrade,Yes,Approved
BL101697,35,IT Services,3.8,140000,82800,56500,3200,682000,7,0,Registered,Yes,1698000,Semi Urban,Technology Upgrade,No,Rejected
BL101698,42,Transport,5.0,113100,100200,11800,2000,343000,5,2,Registered,No,1260000,Urban,New Branch,Yes,Rejected
BL101699,46,IT Services,8.5,205100,160300,44000,5400,787000,5,0,Registered,No,2236000,Semi Urban,Working Capital,Yes,Approved
BL101700,42,IT Services,0.5,152500,100100,56800,4700,1081000,10,1,Registered,No,1671000,Urban,Working Capital,Yes,Approved
BL101701,48,Restaurant,4.5,210500,146800,73500,15800,878000,5,2,Registered,Yes,2654000,Urban,Technology Upgrade,Yes,Approved
BL101702,46,Education,14.7,134100,83400,52000,11500,1555000,7,0,Registered,Yes,1634000,Urban,Business Expansion,No,Rejected
BL101703,36,Retail,5.6,215500,75800,129300,1700,1720000,5,2,Registered,Yes,2818000,Urban,Business Expansion,No,Approved
BL101704,40,Retail,6.2,126700,87600,36800,4200,788000,2,3,Registered,Yes,1649000,Urban,Equipment Purchase,Yes,Rejected
BL101705,45,Retail,4.9,379200,196500,176900,54800,3538000,2,1,Registered,Yes,4758000,Rural,Equipment Purchase,Yes,Rejected
BL101706,33,IT Services,12.9,237700,150500,86000,13800,1990000,10,1,Registered,Yes,3059000,Urban,Inventory,Yes,Approved
BL101707,34,Wholesale,14.0,184400,95200,93300,7300,725000,3,0,Registered,Yes,2057000,Rural,Working Capital,Yes,Approved
